"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","245","6. SOAP — некорректный namespace возвращает Fault","","Tue May 05 17:32:59 UTC 2026","passed","Tue May 05 17:32:59 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultOnWrongNamespace"
"API Key не должен вытеснять другие query-параметры","204","6. GET с API Key в query-параметре 'key' + дополнительные params","","Tue May 05 17:33:00 UTC 2026","passed","Tue May 05 17:33:01 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyQueryParamAlongsideOtherParams"
"","17","4. Получение токена через Resource Owner Password grant","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenPassword"
"POST запрос с телом и API Key в заголовке","162","3. POST с API Key в заголовке X-API-Key","","Tue May 05 17:33:00 UTC 2026","passed","Tue May 05 17:33:00 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testPostWithApiKeyHeader"
"Некоторые API принимают ключ как 'ApiKey <token>' в Authorization","197","2. GET с API Key в заголовке Authorization (кастомный формат)","","Tue May 05 17:33:00 UTC 2026","passed","Tue May 05 17:33:00 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyInAuthorizationHeader"
"Работа с Comment моделью через TestSpecification","131","3. Получение комментариев с детальным логированием","","Tue May 05 17:32:55 UTC 2026","passed","Tue May 05 17:32:56 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testGetCommentsWithAllure"
"Stripe и ряд других API принимают API Key как username в Basic Auth с пустым паролем","196","8. GET с API Key как Basic Auth username (Stripe-style)","","Tue May 05 17:33:01 UTC 2026","passed","Tue May 05 17:33:02 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyAsBasicAuth"
"Имитация сценария: исходный токен устарел, обновляем и используем новый","31","20. Полный flow: логин → рефреш → защищённый ресурс","","Tue May 05 17:33:12 UTC 2026","passed","Tue May 05 17:33:12 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFullRefreshFlow"
"Демонстрация добавления вложений в отчет","106","6. Тест с attachment в Allure","","Tue May 05 17:32:56 UTC 2026","passed","Tue May 05 17:32:56 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testWithAttachments"
"Пошаговое создание и валидация поста","142","4. Создание поста с подробными шагами","","Tue May 05 17:32:56 UTC 2026","passed","Tue May 05 17:32:56 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreatePostWithSteps"
"","12","15. iat меньше exp — токен выдан до истечения","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedBeforeExpiration"
"Проверка обработки ошибок с логированием в Allure","76","7. Негативный тест с Allure отчетом","","Tue May 05 17:32:56 UTC 2026","passed","Tue May 05 17:32:56 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testNegativeScenarioWithAllure"
"","469","2. SOAP — валидация ответа через XPath","","Tue May 05 17:32:57 UTC 2026","passed","Tue May 05 17:32:57 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapResponseWithXPath"
"Удаление поста","90","12. DELETE запрос","","Tue May 05 17:33:07 UTC 2026","passed","Tue May 05 17:33:07 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testDeleteRequest"
"Client Credentials → access_token → защищённый GET","34","8. Полный OAuth flow: получить токен → использовать для запроса","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFullOAuthFlow"
"","17","3. Токен ещё не истёк сразу после получения","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenNotExpiredRightAfterIssue"
"Демонстрация асинхронного выполнения GET запроса","89","1. Выполнение GET запроса через актор","","Tue May 05 17:33:13 UTC 2026","passed","Tue May 05 17:33:13 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testGetRequestWithActor"
"Удаление ресурса с Bearer токеном","196","12. DELETE с Bearer Token","","Tue May 05 17:33:10 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBearerToken"
"Демонстрация базового GET запроса и валидации статус кода","86","1. Простой GET запрос - получение списка пользователей","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testSimpleGetRequest"
"Проверка что API отвечает быстро","91","14. Валидация времени ответа","","Tue May 05 17:33:07 UTC 2026","passed","Tue May 05 17:33:07 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseTime"
"POST на /oauth/token с grant_type=client_credentials","150","1. Получение токена через Client Credentials grant","","Tue May 05 17:33:05 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenClientCredentials"
"Проверяем все поля OAuthTokenResponse","21","2. Десериализация полного ответа токена в модель","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenResponseDeserialization"
"","276","4. SOAP — конвертация 1000","","Tue May 05 17:32:58 UTC 2026","passed","Tue May 05 17:32:58 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapThousandToWords"
"Сервер отклоняет запрос с истёкшим JWT","7","10. Истёкший токен → 401 от сервера","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtRejectedByServer"
"GET запрос с form parameters в query string","232","3. GET с form parameters","","Tue May 05 17:33:04 UTC 2026","passed","Tue May 05 17:33:04 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testGetWithFormParams"
"Создание нового поста","121","6. POST запрос с JSON телом","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithJsonBody"
"Создание пользователя с логированием в Allure","215","2. POST запрос создания пользователя с Allure","","Tue May 05 17:32:55 UTC 2026","passed","Tue May 05 17:32:55 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreateUserWithAllure"
"Полное обновление поста","134","8. PUT запрос - обновление ресурса","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:07 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPutRequest"
"Негативный тест: запрос без ключа к защищённому ресурсу","217","4. Проверка, что без API Key возвращается 401","","Tue May 05 17:33:00 UTC 2026","passed","Tue May 05 17:33:00 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithoutApiKeyReturns401"
"","184","2. Загрузка файла из classpath","","Tue May 05 17:33:12 UTC 2026","passed","Tue May 05 17:33:12 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadFileFromClasspath"
"","172","2. Валидация XML через Hamcrest hasXPath","","Tue May 05 17:33:03 UTC 2026","passed","Tue May 05 17:33:03 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testXmlValidationWithHamcrest"
"Демонстрация PUT запроса с авторизацией","363","4. PUT с Basic Auth","","Tue May 05 17:33:09 UTC 2026","passed","Tue May 05 17:33:09 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPutWithBasicAuth"
"","15","11. Неверные credentials → 401 при получении токена","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidCredentials"
"","29","9. GET защищённого ресурса с валидным JWT","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testGetProtectedResourceWithValidJwt"
"","18","6. Обновление токена через Refresh Token grant","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testRefreshToken"
"Создание поста из Java объекта","107","7. POST запрос с объектом","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithObject"
"Полный цикл: получение токена и использование его для запросов","296","13. Комплексный сценарий - получение и использование токена","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testCompleteTokenFlow"
"","318","7. SOAP Fault содержит faultstring","","Tue May 05 17:32:59 UTC 2026","passed","Tue May 05 17:32:59 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultContainsFaultstring"
"","23","19. Обновление токена через refresh_token","","Tue May 05 17:33:12 UTC 2026","passed","Tue May 05 17:33:12 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testRefreshJwtToken"
"","286","5. SOAP — параметризованная конвертация чисел в слова 1 → должно содержать 'one'","","Tue May 05 17:32:58 UTC 2026","passed","Tue May 05 17:32:58 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","259","10. PATCH — частичное обновление через httpbin","","Tue May 05 17:33:07 UTC 2026","passed","Tue May 05 17:33:07 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbin"
"Демонстрация параллельной работы нескольких акторов","71","3. Параллельное выполнение нескольких запросов","","Tue May 05 17:33:13 UTC 2026","passed","Tue May 05 17:33:13 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testMultipleParallelRequests"
"","19","5. Ответ содержит refresh_token при Password grant","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testPasswordGrantReturnsRefreshToken"
"","414","4. Inline multipart без клиента","","Tue May 05 17:33:12 UTC 2026","passed","Tue May 05 17:33:13 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testMultipartInline"
"Обновление только заголовка поста","109","9. PATCH запрос - частичное обновление","","Tue May 05 17:33:07 UTC 2026","passed","Tue May 05 17:33:07 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchRequest"
"","15","5. Парсинг алгоритма подписи из заголовка JWT","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtAlgorithm"
"Создание поста и получение его комментариев","154","22. Комплексный сценарий - создание поста и комментариев","","Tue May 05 17:33:08 UTC 2026","passed","Tue May 05 17:33:08 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testComplexScenarioPostAndComments"
"Отправка формы в формате application/x-www-form-urlencoded","417","1. POST с form parameters (без cookies)","","Tue May 05 17:33:03 UTC 2026","passed","Tue May 05 17:33:04 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParams"
"","50","12. POST защищённого ресурса с валидным JWT → 201","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostProtectedResourceWithValidJwt"
"Разные API используют разные имена параметра: apikey, api_key, key, token","783","7. GET с API Key в query-параметре 'apikey' (альтернативное имя)","","Tue May 05 17:33:01 UTC 2026","passed","Tue May 05 17:33:01 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyDifferentParamNames"
"PATCH запрос с form-encoded данными","220","7. PATCH с form parameters","","Tue May 05 17:33:05 UTC 2026","passed","Tue May 05 17:33:05 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPatchWithFormParams"
"","12","16. iat в прошлом — токен уже был выдан","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedInThePast"
"Проверка обработки 404 ошибки","66","13. Негативный тест - несуществующий ресурс","","Tue May 05 17:33:07 UTC 2026","passed","Tue May 05 17:33:07 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testNotFoundError"
"","251","1. Получение XML и извлечение значения тега","","Tue May 05 17:33:02 UTC 2026","passed","Tue May 05 17:33:03 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testParseXmlResponse"
"Создание пользователя, поста и получение комментариев","367","5. Комплексный сценарий с множественными шагами","","Tue May 05 17:32:56 UTC 2026","passed","Tue May 05 17:32:56 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testComplexScenarioWithAllure"
"Демонстрация использования CreateUserRequest с Lombok Builder","127","20. POST запрос - создание пользователя с Builder","","Tue May 05 17:33:08 UTC 2026","passed","Tue May 05 17:33:08 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithBuilder"
"Демонстрация обнаружения истёкшего токена без обращения к серверу","0","8. Истёкший токен: exp в прошлом","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtDetectedLocally"
"","204","3. Файл + поля формы","","Tue May 05 17:33:12 UTC 2026","passed","Tue May 05 17:33:12 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadFileWithMetadata"
"Проверка полей пользователя различными способами","97","4. Валидация JSON структуры с Hamcrest матчерами","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonValidationWithHamcrest"
"","619","1. SOAP — конвертация числа в слова","","Tue May 05 17:32:56 UTC 2026","passed","Tue May 05 17:32:57 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapNumberToWords"
"","12","14. Токен имеет поле iat (время выдачи)","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:11 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasIssuedAtClaim"
"Отправка формы с cookies","215","2. POST с form parameters и cookies","","Tue May 05 17:33:04 UTC 2026","passed","Tue May 05 17:33:04 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParamsAndCookies"
"Валидация Content-Type и других заголовков","66","15. Проверка заголовков ответа","","Tue May 05 17:33:07 UTC 2026","passed","Tue May 05 17:33:08 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseHeaders"
"Отправка данных с Bearer токеном","162","9. POST с Bearer Token","","Tue May 05 17:33:10 UTC 2026","passed","Tue May 05 17:33:10 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBearerToken"
"Альтернативный способ создания объекта CreateUserRequest","108","21. POST запрос - создание пользователя через конструктор","","Tue May 05 17:33:08 UTC 2026","passed","Tue May 05 17:33:08 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithConstructor"
"Проверка обработки 401 Unauthorized","175","2. GET с Basic Auth - неверные credentials","","Tue May 05 17:33:08 UTC 2026","passed","Tue May 05 17:33:09 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthFailure"
"Использование FormApiClient с базовыми методами","79","17. Комбинированный тест - FormApiClient с базовыми методами","","Tue May 05 17:33:08 UTC 2026","passed","Tue May 05 17:33:08 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testFormClientWithBasicMethods"
"Фильтрация постов по userId","86","3. GET запрос с query параметрами","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithQueryParameters"
"Демонстрация получения токена через POST запрос","178","7. Получение Bearer токена","","Tue May 05 17:33:10 UTC 2026","passed","Tue May 05 17:33:10 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetBearerToken"
"","31","7. GET защищённого ресурса с валидным токеном","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithToken"
"","336","4. POST с JAXB объектом","","Tue May 05 17:33:03 UTC 2026","passed","Tue May 05 17:33:03 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithJaxbObject"
"Демонстрация GET запроса с Bearer токеном","184","8. GET с Bearer Token","","Tue May 05 17:33:10 UTC 2026","passed","Tue May 05 17:33:10 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBearerToken"
"","12","17. Параметризованная проверка string-claims Claim 'sub' = 'user1'","","Tue May 05 17:33:11 UTC 2026","passed","Tue May 05 17:33:12 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"","214","5. SOAP — параметризованная конвертация чисел в слова 100 → должно содержать 'one hundred'","","Tue May 05 17:32:58 UTC 2026","passed","Tue May 05 17:32:59 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","5","21. Невалидный refresh_token → 401","","Tue May 05 17:33:12 UTC 2026","passed","Tue May 05 17:33:12 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidRefreshTokenRejected"
"Преобразование ответа в типизированный объект","66","5. Десериализация JSON в Java объект","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonToObjectDeserialization"
"Получение конкретного пользователя по ID","89","2. GET запрос с path параметром","","Tue May 05 17:33:06 UTC 2026","passed","Tue May 05 17:33:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithPathParameter"
"","243","1. Загрузка текстового файла","","Tue May 05 17:33:12 UTC 2026","passed","Tue May 05 17:33:12 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadTextFile"
"","158","3. POST запрос с XML телом","","Tue May 05 17:33:03 UTC 2026","passed","Tue May 05 17:33:03 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithXmlBody"
"","237","5. SOAP — параметризованная конвертация чисел в слова 999 → должно содержать 'nine hundred'","","Tue May 05 17:32:59 UTC 2026","passed","Tue May 05 17:32:59 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"Демонстрация асинхронного выполнения POST запроса","175","2. Выполнение POST запроса через актор","","Tue May 05 17:33:13 UTC 2026","passed","Tue May 05 17:33:13 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testPostRequestWithActor"
"","235","11. PATCH — частичное обновление через Map и ObjectMapper","","Tue May 05 17:33:07 UTC 2026","passed","Tue May 05 17:33:07 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbinWithMap"
