"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","362","3. Файл + поля формы","","Tue May 19 18:26:57 UTC 2026","passed","Tue May 19 18:26:57 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadFileWithMetadata"
"","13","5. Парсинг алгоритма подписи из заголовка JWT","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtAlgorithm"
"Преобразование ответа в типизированный объект","41","5. Десериализация JSON в Java объект","","Tue May 19 18:27:00 UTC 2026","passed","Tue May 19 18:27:00 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonToObjectDeserialization"
"","356","2. Загрузка файла из classpath","","Tue May 19 18:26:57 UTC 2026","passed","Tue May 19 18:26:57 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadFileFromClasspath"
"","493","7. SOAP Fault содержит faultstring","","Tue May 19 18:26:34 UTC 2026","passed","Tue May 19 18:26:35 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultContainsFaultstring"
"","119","Создание постов по данным из CSV [3] POST /posts userId=3 title=""Юникод заголовок""","","Tue May 19 18:26:41 UTC 2026","passed","Tue May 19 18:26:41 UTC 2026","","Data-Driven — CSV источник для posts","ru.learning.java.clients.api.data_driven.post.PostCsvDataDrivenTest","createPostFromCsv"
"Отправка формы с cookies","378","2. POST с form parameters и cookies","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:45 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParamsAndCookies"
"","28","GET /users/1 — ответ соответствует Bean Validation модели User","","Tue May 19 18:26:55 UTC 2026","passed","Tue May 19 18:26:55 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetSingleUserMatchesContract"
"","1","Валидный CreateUserRequest проходит проверку","","Tue May 19 18:27:04 UTC 2026","passed","Tue May 19 18:27:04 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testValidCreateUserRequest"
"Некоторые API принимают ключ как 'ApiKey <token>' в Authorization","412","2. GET с API Key в заголовке Authorization (кастомный формат)","","Tue May 19 18:26:35 UTC 2026","passed","Tue May 19 18:26:36 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyInAuthorizationHeader"
"","13","18. Параметризованная проверка timestamp-claims Timestamp claim 'iat' not null","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"","14","10. Запрос к защищённому ресурсу без токена → 401","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithoutToken"
"Обновление только заголовка поста","113","9. PATCH запрос - частичное обновление","","Tue May 19 18:27:00 UTC 2026","passed","Tue May 19 18:27:00 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchRequest"
"","420","5. SOAP — параметризованная конвертация чисел в слова 999 → должно содержать 'nine hundred'","","Tue May 19 18:26:33 UTC 2026","passed","Tue May 19 18:26:34 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","15","4. Получение токена через Resource Owner Password grant","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenPassword"
"","11","17. Параметризованная проверка string-claims Claim 'sub' = 'user1'","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"Создание поста и получение его комментариев","125","22. Комплексный сценарий - создание поста и комментариев","","Tue May 19 18:27:02 UTC 2026","passed","Tue May 19 18:27:02 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testComplexScenarioPostAndComments"
"Демонстрация работы с моделью Comment","40","18. GET запрос - получение комментариев к посту","","Tue May 19 18:27:02 UTC 2026","passed","Tue May 19 18:27:02 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetCommentsForPost"
"","349","3. POST запрос с XML телом","","Tue May 19 18:26:59 UTC 2026","passed","Tue May 19 18:26:59 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithXmlBody"
"","15","5. WireMock: POST с Digest-заголовком возвращает 201","","Tue May 19 18:26:56 UTC 2026","passed","Tue May 19 18:26:56 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestOnWireMock"
"","261","Создание пользователей по данным из JSON [2] POST /users CreateUserRequest(name=Jane Roe, email=jane@example.com, username=jane_roe)","","Tue May 19 18:26:42 UTC 2026","passed","Tue May 19 18:26:42 UTC 2026","","Data-Driven — JSON источник","ru.learning.java.clients.api.data_driven.UserJsonDataDrivenTest","createUserFromJson"
"Обновление данных с Bearer токеном","504","10. PUT с Bearer Token","","Tue May 19 18:26:51 UTC 2026","passed","Tue May 19 18:26:51 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPutWithBearerToken"
"","448","4. SOAP — конвертация 1000","","Tue May 19 18:26:32 UTC 2026","passed","Tue May 19 18:26:32 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapThousandToWords"
"","116","Создание постов по данным из JSON [3] POST /posts title=""PostRequest{userId=3, title=Юникод заголовок , body=Тело с unicode-символами ✓, tags=[]}""","","Tue May 19 18:26:42 UTC 2026","passed","Tue May 19 18:26:42 UTC 2026","","Data-Driven — JSON источник для posts","ru.learning.java.clients.api.data_driven.post.PostJsonDataDrivenTest","createPostFromJson"
"Полный цикл: получение токена и использование его для запросов","936","13. Комплексный сценарий - получение и использование токена","","Tue May 19 18:26:53 UTC 2026","passed","Tue May 19 18:26:54 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testCompleteTokenFlow"
"Создание пользователя, поста и получение комментариев","245","5. Комплексный сценарий с множественными шагами","","Tue May 19 18:27:03 UTC 2026","passed","Tue May 19 18:27:03 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testComplexScenarioWithAllure"
"","7","21. Невалидный refresh_token → 401","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidRefreshTokenRejected"
"Удаление ресурса с Bearer токеном","360","12. DELETE с Bearer Token","","Tue May 19 18:26:53 UTC 2026","passed","Tue May 19 18:26:53 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBearerToken"
"Демонстрация GET запроса с Bearer токеном","394","8. GET с Bearer Token","","Tue May 19 18:26:50 UTC 2026","passed","Tue May 19 18:26:50 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBearerToken"
"POST /auth/login возвращает JWT токен","18","1. Получение JWT токена через логин/пароль","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFetchJwtToken"
"Демонстрация базового GET запроса и валидации статус кода","28","1. Простой GET запрос - получение списка пользователей","","Tue May 19 18:27:00 UTC 2026","passed","Tue May 19 18:27:00 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testSimpleGetRequest"
"Демонстрация PUT запроса с авторизацией","508","4. PUT с Basic Auth","","Tue May 19 18:26:48 UTC 2026","passed","Tue May 19 18:26:49 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPutWithBasicAuth"
"","536","1. Получение XML и извлечение значения тега","","Tue May 19 18:26:58 UTC 2026","passed","Tue May 19 18:26:59 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testParseXmlResponse"
"Демонстрация параллельной работы нескольких акторов","39","3. Параллельное выполнение нескольких запросов","","Tue May 19 18:27:03 UTC 2026","passed","Tue May 19 18:27:03 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testMultipleParallelRequests"
"","13","16. iat в прошлом — токен уже был выдан","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedInThePast"
"","1","Builder создаёт корректный объект и обеспечивает иммутабельность","","Tue May 19 18:27:04 UTC 2026","passed","Tue May 19 18:27:04 UTC 2026","","Immutables — демонстрация builder + проверки инвариантов","ru.learning.java.models.ImmutablesDemoTest","immutableBuilderWorks"
"","101","POST /users — отправляем только валидную модель","","Tue May 19 18:26:55 UTC 2026","passed","Tue May 19 18:26:55 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testCreateUserWithValidationGuard"
"Демонстрация асинхронного выполнения GET запроса","43","1. Выполнение GET запроса через актор","","Tue May 19 18:27:02 UTC 2026","passed","Tue May 19 18:27:02 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testGetRequestWithActor"
"API Key не должен вытеснять другие query-параметры","389","6. GET с API Key в query-параметре 'key' + дополнительные params","","Tue May 19 18:26:37 UTC 2026","passed","Tue May 19 18:26:37 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyQueryParamAlongsideOtherParams"
"Демонстрация PATCH запроса с авторизацией","354","5. PATCH с Basic Auth","","Tue May 19 18:26:49 UTC 2026","passed","Tue May 19 18:26:49 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBasicAuth"
"","11","11. Неверные credentials → 401 при получении токена","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidCredentials"
"Проверяем все поля OAuthTokenResponse","32","2. Десериализация полного ответа токена в модель","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenResponseDeserialization"
"Демонстрация DELETE запроса с авторизацией","335","6. DELETE с Basic Auth","","Tue May 19 18:26:49 UTC 2026","passed","Tue May 19 18:26:49 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBasicAuth"
"Создание пользователя с логированием в Allure","137","2. POST запрос создания пользователя с Allure","","Tue May 19 18:27:03 UTC 2026","passed","Tue May 19 18:27:03 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreateUserWithAllure"
"","22","19. Обновление токена через refresh_token","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testRefreshJwtToken"
"","28","9. Автоматический OAuth flow в одном методе sendGetWithOAuth","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testSendGetWithOAuth"
"","274","Создание постов по данным из CSV [4] POST /posts userId=1 title=""Long body""","","Tue May 19 18:26:41 UTC 2026","passed","Tue May 19 18:26:41 UTC 2026","","Data-Driven — CSV источник для posts","ru.learning.java.clients.api.data_driven.post.PostCsvDataDrivenTest","createPostFromCsv"
"Проверяем, что X-API-Key передаётся в заголовке и виден в ответе","495","1. GET с API Key в заголовке X-API-Key","","Tue May 19 18:26:35 UTC 2026","passed","Tue May 19 18:26:35 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyHeader"
"PATCH запрос с form-encoded данными","353","7. PATCH с form parameters","","Tue May 19 18:26:46 UTC 2026","passed","Tue May 19 18:26:46 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPatchWithFormParams"
"Валидный токен должен содержать claim 'exp'","19","6. Токен имеет поле exp (время истечения)","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasExpirationClaim"
"","2549","1. SOAP — конвертация числа в слова","","Tue May 19 18:26:28 UTC 2026","passed","Tue May 19 18:26:30 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapNumberToWords"
"Разные API используют разные имена параметра: apikey, api_key, key, token","1469","7. GET с API Key в query-параметре 'apikey' (альтернативное имя)","","Tue May 19 18:26:37 UTC 2026","passed","Tue May 19 18:26:39 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyDifferentParamNames"
"","114","Создание постов по данным из JSON [2] POST /posts title=""PostRequest{userId=2, title=Hello World, body=Lorem ipsum dolor sit amet, tags=[]}""","","Tue May 19 18:26:42 UTC 2026","passed","Tue May 19 18:26:42 UTC 2026","","Data-Driven — JSON источник для posts","ru.learning.java.clients.api.data_driven.post.PostJsonDataDrivenTest","createPostFromJson"
"Фильтрация постов по userId","42","3. GET запрос с query параметрами","","Tue May 19 18:27:00 UTC 2026","passed","Tue May 19 18:27:00 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithQueryParameters"
"POST запрос с телом и API Key в заголовке","356","3. POST с API Key в заголовке X-API-Key","","Tue May 19 18:26:36 UTC 2026","passed","Tue May 19 18:26:36 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testPostWithApiKeyHeader"
"Проверка десериализации одного комментария","27","19. GET запрос - получение конкретного комментария","","Tue May 19 18:27:02 UTC 2026","passed","Tue May 19 18:27:02 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetSingleComment"
"","8","13. POST с истёкшим JWT → 401","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostWithExpiredJwtRejected"
"","0","requireValid возвращает объект, если он валиден","","Tue May 19 18:27:04 UTC 2026","passed","Tue May 19 18:27:04 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testRequireValidReturnsObject"
"Проверка что API отвечает быстро","33","14. Валидация времени ответа","","Tue May 19 18:27:01 UTC 2026","passed","Tue May 19 18:27:01 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseTime"
"Проверка обработки ошибок с логированием в Allure","31","7. Негативный тест с Allure отчетом","","Tue May 19 18:27:04 UTC 2026","passed","Tue May 19 18:27:04 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testNegativeScenarioWithAllure"
"","458","5. PUT с form params — обновление данных сотрудника","","Tue May 19 18:26:45 UTC 2026","passed","Tue May 19 18:26:46 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsEmployee"
"","15","4. Парсинг кастомного claim 'name' из JWT","","Tue May 19 18:26:43 UTC 2026","passed","Tue May 19 18:26:43 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtCustomClaim"
"Демонстрация POST запроса с авторизацией","369","3. POST с Basic Auth","","Tue May 19 18:26:48 UTC 2026","passed","Tue May 19 18:26:48 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBasicAuth"
"Отправка данных с Bearer токеном","369","9. POST с Bearer Token","","Tue May 19 18:26:50 UTC 2026","passed","Tue May 19 18:26:51 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBearerToken"
"","1","Пустое имя и username отлавливаются @NotBlank","","Tue May 19 18:27:04 UTC 2026","passed","Tue May 19 18:27:04 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testBlankFieldsDetected"
"","150","Создание постов по данным из CSV [1] POST /posts userId=1 title=""Первый пост""","","Tue May 19 18:26:41 UTC 2026","passed","Tue May 19 18:26:41 UTC 2026","","Data-Driven — CSV источник для posts","ru.learning.java.clients.api.data_driven.post.PostCsvDataDrivenTest","createPostFromCsv"
"","369","2. Валидация XML через Hamcrest hasXPath","","Tue May 19 18:26:59 UTC 2026","passed","Tue May 19 18:26:59 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testXmlValidationWithHamcrest"
"Использование FormApiClient с базовыми методами","102","17. Комбинированный тест - FormApiClient с базовыми методами","","Tue May 19 18:27:01 UTC 2026","passed","Tue May 19 18:27:02 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testFormClientWithBasicMethods"
"","98","7. httpbingo.org: POST с Digest и JSON-телом","","Tue May 19 18:26:56 UTC 2026","passed","Tue May 19 18:26:56 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBingoPostWithDigestJsonBody"
"","64","GET /users — каждый элемент списка валиден","","Tue May 19 18:26:55 UTC 2026","passed","Tue May 19 18:26:55 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetUsersListAllItemsValid"
"Проверка обработки 401 Unauthorized","330","2. GET с Basic Auth - неверные credentials","","Tue May 19 18:26:48 UTC 2026","passed","Tue May 19 18:26:48 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthFailure"
"","0","@Value.Check падает на невалидных данных","","Tue May 19 18:27:04 UTC 2026","passed","Tue May 19 18:27:04 UTC 2026","","Immutables — демонстрация builder + проверки инвариантов","ru.learning.java.models.ImmutablesDemoTest","immutableCheckGuardsInvariants"
"Проверка полей пользователя различными способами","53","4. Валидация JSON структуры с Hamcrest матчерами","","Tue May 19 18:27:00 UTC 2026","passed","Tue May 19 18:27:00 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonValidationWithHamcrest"
"","2","requireValid бросает исключение для невалидной модели","","Tue May 19 18:27:04 UTC 2026","passed","Tue May 19 18:27:04 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testRequireValidThrows"
"","414","11. PATCH — частичное обновление через Map и ObjectMapper","","Tue May 19 18:27:01 UTC 2026","passed","Tue May 19 18:27:01 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbinWithMap"
"Проверяем, что сервер отвечает 401 + WWW-Authenticate","5","4. WireMock: первый запрос содержит challenge","","Tue May 19 18:26:56 UTC 2026","passed","Tue May 19 18:26:56 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestChallengeReceived"
"","12","14. Токен имеет поле iat (время выдачи)","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasIssuedAtClaim"
"Демонстрация использования CreateUserRequest с Lombok Builder","119","20. POST запрос - создание пользователя с Builder","","Tue May 19 18:27:02 UTC 2026","passed","Tue May 19 18:27:02 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithBuilder"
"Валидация Content-Type и других заголовков","23","15. Проверка заголовков ответа","","Tue May 19 18:27:01 UTC 2026","passed","Tue May 19 18:27:01 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseHeaders"
"","412","2. Неверный пароль → 401 от httpbin","","Tue May 19 18:26:55 UTC 2026","passed","Tue May 19 18:26:56 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinDigestAuthWrongPassword"
"GET запрос с form parameters в query string","366","3. GET с form parameters","","Tue May 19 18:26:45 UTC 2026","passed","Tue May 19 18:26:45 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testGetWithFormParams"
"","457","5. SOAP — параметризованная конвертация чисел в слова 1 → должно содержать 'one'","","Tue May 19 18:26:32 UTC 2026","passed","Tue May 19 18:26:33 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"Проверяем полный flow Digest Auth: 401 challenge → response с MD5-хэшем","610","1. Успешный Digest на httpbin.org","","Tue May 19 18:26:55 UTC 2026","passed","Tue May 19 18:26:55 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinDigestAuthSuccess"
"","117","Создание постов по данным из CSV [2] POST /posts userId=2 title=""Hello World""","","Tue May 19 18:26:41 UTC 2026","passed","Tue May 19 18:26:41 UTC 2026","","Data-Driven — CSV источник для posts","ru.learning.java.clients.api.data_driven.post.PostCsvDataDrivenTest","createPostFromCsv"
"Получение конкретного пользователя по ID","52","2. GET запрос с path параметром","","Tue May 19 18:27:00 UTC 2026","passed","Tue May 19 18:27:00 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithPathParameter"
"","273","Создание постов по данным из JSON [1] POST /posts title=""PostRequest{userId=1, title=Первый пост, body=Контент первого поста, tags=[]}""","","Tue May 19 18:26:41 UTC 2026","passed","Tue May 19 18:26:42 UTC 2026","","Data-Driven — JSON источник для posts","ru.learning.java.clients.api.data_driven.post.PostJsonDataDrivenTest","createPostFromJson"
"","12","17. Параметризованная проверка string-claims Claim 'name' = 'Test User'","","Tue May 19 18:26:44 UTC 2026","passed","Tue May 19 18:26:44 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
