"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Удаление поста","58","12. DELETE запрос","","Tue May 05 17:26:36 UTC 2026","passed","Tue May 05 17:26:36 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testDeleteRequest"
"","116","11. PATCH — частичное обновление через Map и ObjectMapper","","Tue May 05 17:26:36 UTC 2026","passed","Tue May 05 17:26:36 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbinWithMap"
"","7","21. Невалидный refresh_token → 401","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidRefreshTokenRejected"
"","45","12. POST защищённого ресурса с валидным JWT → 201","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostProtectedResourceWithValidJwt"
"","14","11. Неверные credentials → 401 при получении токена","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidCredentials"
"","32","7. GET защищённого ресурса с валидным токеном","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:34 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithToken"
"Демонстрация получения токена через POST запрос","114","7. Получение Bearer токена","","Tue May 05 17:26:38 UTC 2026","passed","Tue May 05 17:26:38 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetBearerToken"
"Создание поста из Java объекта","62","7. POST запрос с объектом","","Tue May 05 17:26:35 UTC 2026","passed","Tue May 05 17:26:35 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithObject"
"Использование FormApiClient с базовыми методами","59","17. Комбинированный тест - FormApiClient с базовыми методами","","Tue May 05 17:26:37 UTC 2026","passed","Tue May 05 17:26:37 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testFormClientWithBasicMethods"
"Проверка десериализации одного комментария","32","19. GET запрос - получение конкретного комментария","","Tue May 05 17:26:37 UTC 2026","passed","Tue May 05 17:26:37 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetSingleComment"
"Client Credentials → access_token → защищённый GET","33","8. Полный OAuth flow: получить токен → использовать для запроса","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:34 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFullOAuthFlow"
"","522","2. SOAP — валидация ответа через XPath","","Tue May 05 17:26:28 UTC 2026","passed","Tue May 05 17:26:29 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapResponseWithXPath"
"Демонстрация DELETE запроса с авторизацией","144","6. DELETE с Basic Auth","","Tue May 05 17:26:38 UTC 2026","passed","Tue May 05 17:26:38 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBasicAuth"
"","259","4. POST с JAXB объектом","","Tue May 05 17:26:32 UTC 2026","passed","Tue May 05 17:26:32 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithJaxbObject"
"PATCH запрос с form-encoded данными","121","7. PATCH с form parameters","","Tue May 05 17:26:33 UTC 2026","passed","Tue May 05 17:26:33 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPatchWithFormParams"
"Stripe и ряд других API принимают API Key как username в Basic Auth с пустым паролем","173","8. GET с API Key как Basic Auth username (Stripe-style)","","Tue May 05 17:26:31 UTC 2026","passed","Tue May 05 17:26:31 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyAsBasicAuth"
"Демонстрация добавления вложений в отчет","76","6. Тест с attachment в Allure","","Tue May 05 17:26:27 UTC 2026","passed","Tue May 05 17:26:27 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testWithAttachments"
"POST на /oauth/token с grant_type=client_credentials","181","1. Получение токена через Client Credentials grant","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:34 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenClientCredentials"
"Демонстрация GET запроса с Bearer токеном","118","8. GET с Bearer Token","","Tue May 05 17:26:38 UTC 2026","passed","Tue May 05 17:26:38 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBearerToken"
"Библиотека auth0/java-jwt позволяет декодировать claims без верификации подписи","21","3. Парсинг subject (sub) из JWT","","Tue May 05 17:26:39 UTC 2026","passed","Tue May 05 17:26:39 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtSubject"
"","202","3. SOAP — конвертация нуля","","Tue May 05 17:26:29 UTC 2026","passed","Tue May 05 17:26:29 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapZeroToWords"
"","12","16. iat в прошлом — токен уже был выдан","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedInThePast"
"Негативный тест: запрос без ключа к защищённому ресурсу","129","4. Проверка, что без API Key возвращается 401","","Tue May 05 17:26:30 UTC 2026","passed","Tue May 05 17:26:30 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithoutApiKeyReturns401"
"","12","4. Парсинг кастомного claim 'name' из JWT","","Tue May 05 17:26:39 UTC 2026","passed","Tue May 05 17:26:39 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtCustomClaim"
"","699","1. SOAP — конвертация числа в слова","","Tue May 05 17:26:27 UTC 2026","passed","Tue May 05 17:26:28 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapNumberToWords"
"","24","4. Получение токена через Resource Owner Password grant","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:34 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenPassword"
"","183","2. Валидация XML через Hamcrest hasXPath","","Tue May 05 17:26:32 UTC 2026","passed","Tue May 05 17:26:32 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testXmlValidationWithHamcrest"
"","127","3. Файл + поля формы","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadFileWithMetadata"
"Обновление данных с Bearer токеном","195","10. PUT с Bearer Token","","Tue May 05 17:26:39 UTC 2026","passed","Tue May 05 17:26:39 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPutWithBearerToken"
"Демонстрация POST запроса с авторизацией","161","3. POST с Basic Auth","","Tue May 05 17:26:37 UTC 2026","passed","Tue May 05 17:26:38 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBasicAuth"
"","112","3. POST запрос с XML телом","","Tue May 05 17:26:32 UTC 2026","passed","Tue May 05 17:26:32 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithXmlBody"
"Проверка обработки 401 Unauthorized","352","2. GET с Basic Auth - неверные credentials","","Tue May 05 17:26:37 UTC 2026","passed","Tue May 05 17:26:37 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthFailure"
"PUT запрос с form-encoded данными","121","4. PUT с form parameters","","Tue May 05 17:26:33 UTC 2026","passed","Tue May 05 17:26:33 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutWithFormParams"
"Создание пользователя, поста и получение комментариев","217","5. Комплексный сценарий с множественными шагами","","Tue May 05 17:26:27 UTC 2026","passed","Tue May 05 17:26:27 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testComplexScenarioWithAllure"
"Демонстрация базового GET запроса и валидации статус кода","45","1. Простой GET запрос - получение списка пользователей","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:34 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testSimpleGetRequest"
"Альтернативный способ создания объекта CreateUserRequest","60","21. POST запрос - создание пользователя через конструктор","","Tue May 05 17:26:37 UTC 2026","passed","Tue May 05 17:26:37 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithConstructor"
"Проверка обработки несуществующего ресурса","37","4. Обработка ошибки в акторе","","Tue May 05 17:26:41 UTC 2026","passed","Tue May 05 17:26:41 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testErrorHandlingInActor"
"","217","5. SOAP — параметризованная конвертация чисел в слова 1 → должно содержать 'one'","","Tue May 05 17:26:29 UTC 2026","passed","Tue May 05 17:26:29 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","14","17. Параметризованная проверка string-claims Claim 'name' = 'Test User'","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"Проверка что API отвечает быстро","48","14. Валидация времени ответа","","Tue May 05 17:26:36 UTC 2026","passed","Tue May 05 17:26:36 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseTime"
"","14","15. iat меньше exp — токен выдан до истечения","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedBeforeExpiration"
"API Key не должен вытеснять другие query-параметры","164","6. GET с API Key в query-параметре 'key' + дополнительные params","","Tue May 05 17:26:31 UTC 2026","passed","Tue May 05 17:26:31 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyQueryParamAlongsideOtherParams"
"","121","5. PUT с form params — обновление данных сотрудника","","Tue May 05 17:26:33 UTC 2026","passed","Tue May 05 17:26:33 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsEmployee"
"Получение конкретного пользователя по ID","75","2. GET запрос с path параметром","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:35 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithPathParameter"
"Отправка формы в формате application/x-www-form-urlencoded","136","1. POST с form parameters (без cookies)","","Tue May 05 17:26:32 UTC 2026","passed","Tue May 05 17:26:33 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParams"
"POST запрос с телом и API Key в заголовке","132","3. POST с API Key в заголовке X-API-Key","","Tue May 05 17:26:30 UTC 2026","passed","Tue May 05 17:26:30 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testPostWithApiKeyHeader"
"","26","6. Обновление токена через Refresh Token grant","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:34 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testRefreshToken"
"","145","6. PUT с form params и session cookie","","Tue May 05 17:26:33 UTC 2026","passed","Tue May 05 17:26:33 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsWithSession"
"","22","5. Ответ содержит refresh_token при Password grant","","Tue May 05 17:26:34 UTC 2026","passed","Tue May 05 17:26:34 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testPasswordGrantReturnsRefreshToken"
"Создание поста и получение его комментариев","133","22. Комплексный сценарий - создание поста и комментариев","","Tue May 05 17:26:37 UTC 2026","passed","Tue May 05 17:26:37 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testComplexScenarioPostAndComments"
"JWT состоит из header.payload.signature в Base64","12","2. Структура JWT: три части разделённые точкой","","Tue May 05 17:26:39 UTC 2026","passed","Tue May 05 17:26:39 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtStructure"
"Демонстрация обнаружения истёкшего токена без обращения к серверу","1","8. Истёкший токен: exp в прошлом","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtDetectedLocally"
"Проверка обработки ошибок с логированием в Allure","127","7. Негативный тест с Allure отчетом","","Tue May 05 17:26:27 UTC 2026","passed","Tue May 05 17:26:27 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testNegativeScenarioWithAllure"
"Имитация сценария: исходный токен устарел, обновляем и используем новый","45","20. Полный flow: логин → рефреш → защищённый ресурс","","Tue May 05 17:26:40 UTC 2026","passed","Tue May 05 17:26:40 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFullRefreshFlow"
"Демонстрация асинхронного выполнения POST запроса","53","2. Выполнение POST запроса через актор","","Tue May 05 17:26:41 UTC 2026","passed","Tue May 05 17:26:41 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testPostRequestWithActor"
"Проверяем, что X-API-Key передаётся в заголовке и виден в ответе","185","1. GET с API Key в заголовке X-API-Key","","Tue May 05 17:26:30 UTC 2026","passed","Tue May 05 17:26:30 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyHeader"
"Работа с Comment моделью через TestSpecification","101","3. Получение комментариев с детальным логированием","","Tue May 05 17:26:27 UTC 2026","passed","Tue May 05 17:26:27 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testGetCommentsWithAllure"
"GET запрос с form parameters в query string","120","3. GET с form parameters","","Tue May 05 17:26:33 UTC 2026","passed","Tue May 05 17:26:33 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testGetWithFormParams"
"Демонстрация PUT запроса с авторизацией","149","4. PUT с Basic Auth","","Tue May 05 17:26:38 UTC 2026","passed","Tue May 05 17:26:38 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPutWithBasicAuth"
"Валидация Content-Type и других заголовков","35","15. Проверка заголовков ответа","","Tue May 05 17:26:36 UTC 2026","passed","Tue May 05 17:26:36 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseHeaders"
