"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Создание нового поста","73","6. POST запрос с JSON телом","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithJsonBody"
"POST на /oauth/token с grant_type=client_credentials","151","1. Получение токена через Client Credentials grant","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenClientCredentials"
"Альтернативный способ создания объекта CreateUserRequest","62","21. POST запрос - создание пользователя через конструктор","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithConstructor"
"","0","@Value.Check падает на невалидных данных","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","Immutables — демонстрация builder + проверки инвариантов","ru.learning.java.models.ImmutablesDemoTest","immutableCheckGuardsInvariants"
"","141","6. PUT с form params и session cookie","","Tue May 12 19:38:04 UTC 2026","passed","Tue May 12 19:38:04 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsWithSession"
"","2","Каскадная валидация: @Valid пробивается до Address и Company","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testCascadeValidation"
"Демонстрирует двухшаговый flow: первый 401, второй 200","17","3. WireMock: повторный запрос с Digest-заголовком возвращает 200","","Tue May 12 19:38:10 UTC 2026","passed","Tue May 12 19:38:10 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestFlowOnWireMock"
"Демонстрация PATCH запроса с авторизацией","103","5. PATCH с Basic Auth","","Tue May 12 19:38:07 UTC 2026","passed","Tue May 12 19:38:07 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBasicAuth"
"","12","5. WireMock: POST с Digest-заголовком возвращает 201","","Tue May 12 19:38:10 UTC 2026","passed","Tue May 12 19:38:10 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestOnWireMock"
"","25","9. GET защищённого ресурса с валидным JWT","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testGetProtectedResourceWithValidJwt"
"","1","Username с пробелом не соответствует @Pattern","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testUsernamePatternViolation"
"","12","9. WireMock: PUT с Digest для разных id PUT /data/999 → 200","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"","139","5. PUT с form params — обновление данных сотрудника","","Tue May 12 19:38:04 UTC 2026","passed","Tue May 12 19:38:04 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsEmployee"
"","53","Создание пользователей по данным из JSON [1] POST /users CreateUserRequest(name=John Doe, email=john@example.com, username=john_doe)","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","Data-Driven — JSON источник","ru.learning.java.clients.api.data_driven.UserJsonDataDrivenTest","createUserFromJson"
"","205","4. POST с JAXB объектом","","Tue May 12 19:38:03 UTC 2026","passed","Tue May 12 19:38:03 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithJaxbObject"
"Stripe и ряд других API принимают API Key как username в Basic Auth с пустым паролем","123","8. GET с API Key как Basic Auth username (Stripe-style)","","Tue May 12 19:38:01 UTC 2026","passed","Tue May 12 19:38:01 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyAsBasicAuth"
"","13","5. Парсинг алгоритма подписи из заголовка JWT","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtAlgorithm"
"Работа с Comment моделью через TestSpecification","97","3. Получение комментариев с детальным логированием","","Tue May 12 19:37:55 UTC 2026","passed","Tue May 12 19:37:55 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testGetCommentsWithAllure"
"","13","6. WireMock: POST с пустым телом проходит аутентификацию","","Tue May 12 19:38:10 UTC 2026","passed","Tue May 12 19:38:10 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestEmptyBody"
"Полный цикл: получение токена и использование его для запросов","235","13. Комплексный сценарий - получение и использование токена","","Tue May 12 19:38:08 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testCompleteTokenFlow"
"Демонстрация асинхронного выполнения GET запроса","48","1. Выполнение GET запроса через актор","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testGetRequestWithActor"
"Преобразование ответа в типизированный объект","34","5. Десериализация JSON в Java объект","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonToObjectDeserialization"
"Фильтрация постов по userId","49","3. GET запрос с query параметрами","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithQueryParameters"
"Создание поста из Java объекта","63","7. POST запрос с объектом","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithObject"
"Проверка обработки невалидного токена","105","14. Негативный тест - невалидный Bearer токен","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testInvalidBearerToken"
"Отправка формы с cookies","130","2. POST с form parameters и cookies","","Tue May 12 19:38:03 UTC 2026","passed","Tue May 12 19:38:03 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParamsAndCookies"
"","657","2. Валидация XML через Hamcrest hasXPath","","Tue May 12 19:38:02 UTC 2026","passed","Tue May 12 19:38:03 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testXmlValidationWithHamcrest"
"Отправка данных с Bearer токеном","112","9. POST с Bearer Token","","Tue May 12 19:38:08 UTC 2026","passed","Tue May 12 19:38:08 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBearerToken"
"","11","9. WireMock: PUT с Digest для разных id PUT /data/42 → 200","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"","14","4. Парсинг кастомного claim 'name' из JWT","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtCustomClaim"
"","14","10. Запрос к защищённому ресурсу без токена → 401","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithoutToken"
"Пошаговое создание и валидация поста","104","4. Создание поста с подробными шагами","","Tue May 12 19:37:55 UTC 2026","passed","Tue May 12 19:37:55 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreatePostWithSteps"
"Демонстрация асинхронного выполнения POST запроса","50","2. Выполнение POST запроса через актор","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testPostRequestWithActor"
"","285","7. httpbingo.org: POST с Digest и JSON-телом","","Tue May 12 19:38:10 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBingoPostWithDigestJsonBody"
"Обновление только заголовка поста","63","9. PATCH запрос - частичное обновление","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchRequest"
"","25","7. GET защищённого ресурса с валидным токеном","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithToken"
"Валидный токен должен содержать claim 'exp'","16","6. Токен имеет поле exp (время истечения)","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasExpirationClaim"
"Получение конкретного пользователя по ID","55","2. GET запрос с path параметром","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithPathParameter"
"","121","2. Неверный пароль → 401 от httpbin","","Tue May 12 19:38:10 UTC 2026","passed","Tue May 12 19:38:10 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinDigestAuthWrongPassword"
"","12","11. Неверные credentials → 401 при получении токена","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidCredentials"
"Проверяем, что api_key передаётся как query-параметр","466","5. GET с API Key в query-параметре 'api_key'","","Tue May 12 19:38:00 UTC 2026","passed","Tue May 12 19:38:00 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyQueryParam"
"","6","21. Невалидный refresh_token → 401","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidRefreshTokenRejected"
"","42","8. POST с сериализацией Java-объекта через Jackson","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostDigestWithJacksonObject"
"","54","Создание пользователей по данным из CSV [2] POST /users Jane Roe <jane@example.com>","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","Data-Driven — CSV источник","ru.learning.java.clients.api.data_driven.UserCsvDataDrivenTest","createUserFromCsv"
"Частичное обновление с Bearer токеном","110","11. PATCH с Bearer Token","","Tue May 12 19:38:08 UTC 2026","passed","Tue May 12 19:38:08 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBearerToken"
"","113","10. PATCH — частичное обновление через httpbin","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbin"
"","177","5. SOAP — параметризованная конвертация чисел в слова 42 → должно содержать 'forty'","","Tue May 12 19:37:58 UTC 2026","passed","Tue May 12 19:37:58 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","15","3. Токен ещё не истёк сразу после получения","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenNotExpiredRightAfterIssue"
"","168","6. SOAP — некорректный namespace возвращает Fault","","Tue May 12 19:37:58 UTC 2026","passed","Tue May 12 19:37:58 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultOnWrongNamespace"
"","1","requireValid возвращает объект, если он валиден","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testRequireValidReturnsObject"
"Имитация сценария: исходный токен устарел, обновляем и используем новый","29","20. Полный flow: логин → рефреш → защищённый ресурс","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFullRefreshFlow"
"Проверяем все поля OAuthTokenResponse","20","2. Десериализация полного ответа токена в модель","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenResponseDeserialization"
"Негативный тест: запрос без ключа к защищённому ресурсу","106","4. Проверка, что без API Key возвращается 401","","Tue May 12 19:37:59 UTC 2026","passed","Tue May 12 19:38:00 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithoutApiKeyReturns401"
"","105","2. Загрузка файла из classpath","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadFileFromClasspath"
"Демонстрация параллельной работы нескольких акторов","46","3. Параллельное выполнение нескольких запросов","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testMultipleParallelRequests"
"Проверка десериализации одного комментария","41","19. GET запрос - получение конкретного комментария","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetSingleComment"
"Удаление поста","54","12. DELETE запрос","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testDeleteRequest"
"","57","Создание пользователей по данным из CSV [1] POST /users John Doe <john@example.com>","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","Data-Driven — CSV источник","ru.learning.java.clients.api.data_driven.UserCsvDataDrivenTest","createUserFromCsv"
"","147","1. Получение XML и извлечение значения тега","","Tue May 12 19:38:02 UTC 2026","passed","Tue May 12 19:38:02 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testParseXmlResponse"
"","55","Создание пользователей по данным из CSV [3] POST /users Alex Smith <alex@example.com>","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","Data-Driven — CSV источник","ru.learning.java.clients.api.data_driven.UserCsvDataDrivenTest","createUserFromCsv"
"POST запрос с телом и API Key в заголовке","659","3. POST с API Key в заголовке X-API-Key","","Tue May 12 19:37:59 UTC 2026","passed","Tue May 12 19:37:59 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testPostWithApiKeyHeader"
"Все детали запроса и ответа автоматически попадают в Allure отчет","2299","1. GET запрос с автоматическим Allure логированием","","Tue May 12 19:37:53 UTC 2026","passed","Tue May 12 19:37:55 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testGetWithAllureLogging"
"","13","15. iat меньше exp — токен выдан до истечения","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedBeforeExpiration"
"","182","4. SOAP — конвертация 1000","","Tue May 12 19:37:57 UTC 2026","passed","Tue May 12 19:37:57 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapThousandToWords"
"Проверяем, что X-API-Key передаётся в заголовке и виден в ответе","180","1. GET с API Key в заголовке X-API-Key","","Tue May 12 19:37:58 UTC 2026","passed","Tue May 12 19:37:59 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyHeader"
"POST /auth/login возвращает JWT токен","21","1. Получение JWT токена через логин/пароль","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFetchJwtToken"
"","216","7. SOAP Fault содержит faultstring","","Tue May 12 19:37:58 UTC 2026","passed","Tue May 12 19:37:58 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultContainsFaultstring"
"Проверяем полный flow Digest Auth: 401 challenge → response с MD5-хэшем","683","1. Успешный Digest на httpbin.org","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:10 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinDigestAuthSuccess"
"","52","Создание пользователей по данным из JSON [3] POST /users CreateUserRequest(name=Alex Smith, email=alex@example.com, username=alex_smith)","","Tue May 12 19:38:11 UTC 2026","passed","Tue May 12 19:38:11 UTC 2026","","Data-Driven — JSON источник","ru.learning.java.clients.api.data_driven.UserJsonDataDrivenTest","createUserFromJson"
"Разные API используют разные имена параметра: apikey, api_key, key, token","552","7. GET с API Key в query-параметре 'apikey' (альтернативное имя)","","Tue May 12 19:38:00 UTC 2026","passed","Tue May 12 19:38:01 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyDifferentParamNames"
"Демонстрация получения токена через POST запрос","127","7. Получение Bearer токена","","Tue May 12 19:38:07 UTC 2026","passed","Tue May 12 19:38:08 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetBearerToken"
"Демонстрация добавления вложений в отчет","73","6. Тест с attachment в Allure","","Tue May 12 19:37:56 UTC 2026","passed","Tue May 12 19:37:56 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testWithAttachments"
"","1","Невалидный email отлавливается @Email","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testInvalidEmailDetected"
"Полное обновление поста","114","8. PUT запрос - обновление ресурса","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPutRequest"
"Демонстрация обнаружения истёкшего токена без обращения к серверу","1","8. Истёкший токен: exp в прошлом","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtDetectedLocally"
"","184","5. SOAP — параметризованная конвертация чисел в слова 999 → должно содержать 'nine hundred'","","Tue May 12 19:37:58 UTC 2026","passed","Tue May 12 19:37:58 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","12","18. Параметризованная проверка timestamp-claims Timestamp claim 'exp' not null","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"Удаление ресурса с Bearer токеном","110","12. DELETE с Bearer Token","","Tue May 12 19:38:08 UTC 2026","passed","Tue May 12 19:38:08 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBearerToken"
"Проверяем, что сервер отвечает 401 + WWW-Authenticate","5","4. WireMock: первый запрос содержит challenge","","Tue May 12 19:38:10 UTC 2026","passed","Tue May 12 19:38:10 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestChallengeReceived"
"","0","Валидный CreateUserRequest проходит проверку","","Tue May 12 19:38:12 UTC 2026","passed","Tue May 12 19:38:12 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testValidCreateUserRequest"
"Обновление данных с Bearer токеном","111","10. PUT с Bearer Token","","Tue May 12 19:38:08 UTC 2026","passed","Tue May 12 19:38:08 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPutWithBearerToken"
"","121","3. POST запрос с XML телом","","Tue May 12 19:38:03 UTC 2026","passed","Tue May 12 19:38:03 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithXmlBody"
"","184","3. SOAP — конвертация нуля","","Tue May 12 19:37:57 UTC 2026","passed","Tue May 12 19:37:57 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapZeroToWords"
"Оба способа (header и query) доставляют ключ — демонстрация эквивалентности","812","10. Сравнение способов передачи API Key","","Tue May 12 19:38:01 UTC 2026","passed","Tue May 12 19:38:02 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testHeaderVsQueryParamEquivalence"
"Сервер отклоняет запрос с истёкшим JWT","10","10. Истёкший токен → 401 от сервера","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtRejectedByServer"
"Некоторые API принимают ключ как 'ApiKey <token>' в Authorization","135","2. GET с API Key в заголовке Authorization (кастомный формат)","","Tue May 12 19:37:59 UTC 2026","passed","Tue May 12 19:37:59 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyInAuthorizationHeader"
"","193","5. SOAP — параметризованная конвертация чисел в слова 1 → должно содержать 'one'","","Tue May 12 19:37:57 UTC 2026","passed","Tue May 12 19:37:58 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"PUT запрос с form-encoded данными","115","4. PUT с form parameters","","Tue May 12 19:38:03 UTC 2026","passed","Tue May 12 19:38:04 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutWithFormParams"
"Проверка что API отвечает быстро","38","14. Валидация времени ответа","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseTime"
"","10","18. Параметризованная проверка timestamp-claims Timestamp claim 'iat' not null","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"Валидация Content-Type и других заголовков","37","15. Проверка заголовков ответа","","Tue May 12 19:38:06 UTC 2026","passed","Tue May 12 19:38:06 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseHeaders"
"","15","6. Обновление токена через Refresh Token grant","","Tue May 12 19:38:05 UTC 2026","passed","Tue May 12 19:38:05 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testRefreshToken"
"","40","12. POST защищённого ресурса с валидным JWT → 201","","Tue May 12 19:38:09 UTC 2026","passed","Tue May 12 19:38:09 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostProtectedResourceWithValidJwt"
"Проверка обработки ошибок с логированием в Allure","116","7. Негативный тест с Allure отчетом","","Tue May 12 19:37:56 UTC 2026","passed","Tue May 12 19:37:56 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testNegativeScenarioWithAllure"
