"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","120","Создание пользователей по данным из CSV [3] POST /users Alex Smith <alex@example.com>","","Tue May 19 17:41:17 UTC 2026","passed","Tue May 19 17:41:17 UTC 2026","","Data-Driven — CSV источник","ru.learning.java.clients.api.data_driven.UserCsvDataDrivenTest","createUserFromCsv"
"","769","1. Загрузка текстового файла","","Tue May 19 17:41:28 UTC 2026","passed","Tue May 19 17:41:29 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadTextFile"
"Использование FormApiClient с базовыми методами","114","17. Комбинированный тест - FormApiClient с базовыми методами","","Tue May 19 17:41:33 UTC 2026","passed","Tue May 19 17:41:33 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testFormClientWithBasicMethods"
"","15","17. Параметризованная проверка string-claims Claim 'sub' = 'user1'","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"Отправка формы с cookies","268","2. POST с form parameters и cookies","","Tue May 19 17:41:20 UTC 2026","passed","Tue May 19 17:41:20 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParamsAndCookies"
"Частичное обновление с Bearer токеном","577","11. PATCH с Bearer Token","","Tue May 19 17:41:25 UTC 2026","passed","Tue May 19 17:41:25 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBearerToken"
"","19","9. WireMock: PUT с Digest для разных id PUT /data/100 → 200","","Tue May 19 17:41:28 UTC 2026","passed","Tue May 19 17:41:28 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"Демонстрация GET запроса с Bearer токеном","259","8. GET с Bearer Token","","Tue May 19 17:41:24 UTC 2026","passed","Tue May 19 17:41:24 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBearerToken"
"Обновление данных с Bearer токеном","270","10. PUT с Bearer Token","","Tue May 19 17:41:25 UTC 2026","passed","Tue May 19 17:41:25 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPutWithBearerToken"
"","118","POST /users — отправляем только валидную модель","","Tue May 19 17:41:27 UTC 2026","passed","Tue May 19 17:41:27 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testCreateUserWithValidationGuard"
"","336","3. SOAP — конвертация нуля","","Tue May 19 17:41:09 UTC 2026","passed","Tue May 19 17:41:10 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapZeroToWords"
"Демонстрация асинхронного выполнения POST запроса","110","2. Выполнение POST запроса через актор","","Tue May 19 17:41:35 UTC 2026","passed","Tue May 19 17:41:35 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testPostRequestWithActor"
"Проверка обработки 404 ошибки","120","13. Негативный тест - несуществующий ресурс","","Tue May 19 17:41:33 UTC 2026","passed","Tue May 19 17:41:33 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testNotFoundError"
"","15","9. WireMock: PUT с Digest для разных id PUT /data/42 → 200","","Tue May 19 17:41:28 UTC 2026","passed","Tue May 19 17:41:28 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"","675","1. Получение XML и извлечение значения тега","","Tue May 19 17:41:29 UTC 2026","passed","Tue May 19 17:41:30 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testParseXmlResponse"
"","19","18. Параметризованная проверка timestamp-claims Timestamp claim 'exp' not null","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"","1","Валидный CreateUserRequest проходит проверку","","Tue May 19 17:41:36 UTC 2026","passed","Tue May 19 17:41:36 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testValidCreateUserRequest"
"","39","9. Автоматический OAuth flow в одном методе sendGetWithOAuth","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testSendGetWithOAuth"
"","354","5. SOAP — параметризованная конвертация чисел в слова 42 → должно содержать 'forty'","","Tue May 19 17:41:10 UTC 2026","passed","Tue May 19 17:41:11 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","355","6. PUT с form params и session cookie","","Tue May 19 17:41:21 UTC 2026","passed","Tue May 19 17:41:21 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsWithSession"
"Демонстрирует двухшаговый flow: первый 401, второй 200","14","3. WireMock: повторный запрос с Digest-заголовком возвращает 200","","Tue May 19 17:41:27 UTC 2026","passed","Tue May 19 17:41:27 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestFlowOnWireMock"
"","205","7. httpbingo.org: POST с Digest и JSON-телом","","Tue May 19 17:41:28 UTC 2026","passed","Tue May 19 17:41:28 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBingoPostWithDigestJsonBody"
"","2","Builder создаёт корректный объект и обеспечивает иммутабельность","","Tue May 19 17:41:36 UTC 2026","passed","Tue May 19 17:41:36 UTC 2026","","Immutables — демонстрация builder + проверки инвариантов","ru.learning.java.models.ImmutablesDemoTest","immutableBuilderWorks"
"Преобразование ответа в типизированный объект","77","5. Десериализация JSON в Java объект","","Tue May 19 17:41:32 UTC 2026","passed","Tue May 19 17:41:32 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonToObjectDeserialization"
"JWT состоит из header.payload.signature в Base64","19","2. Структура JWT: три части разделённые точкой","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtStructure"
"","38","12. POST защищённого ресурса с валидным JWT → 201","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostProtectedResourceWithValidJwt"
"Пошаговое создание и валидация поста","136","4. Создание поста с подробными шагами","","Tue May 19 17:41:36 UTC 2026","passed","Tue May 19 17:41:36 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreatePostWithSteps"
"","324","4. SOAP — конвертация 1000","","Tue May 19 17:41:10 UTC 2026","passed","Tue May 19 17:41:10 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapThousandToWords"
"PUT запрос с form-encoded данными","254","4. PUT с form parameters","","Tue May 19 17:41:20 UTC 2026","passed","Tue May 19 17:41:21 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutWithFormParams"
"","130","Создание пользователей по данным из JSON [1] POST /users CreateUserRequest(name=John Doe, email=john@example.com, username=john_doe)","","Tue May 19 17:41:17 UTC 2026","passed","Tue May 19 17:41:17 UTC 2026","","Data-Driven — JSON источник","ru.learning.java.clients.api.data_driven.UserJsonDataDrivenTest","createUserFromJson"
"","190","Создание пользователей по данным из JSON [3] POST /users CreateUserRequest(name=Alex Smith, email=alex@example.com, username=alex_smith)","","Tue May 19 17:41:18 UTC 2026","passed","Tue May 19 17:41:18 UTC 2026","","Data-Driven — JSON источник","ru.learning.java.clients.api.data_driven.UserJsonDataDrivenTest","createUserFromJson"
"","128","GET /users — каждый элемент списка валиден","","Tue May 19 17:41:26 UTC 2026","passed","Tue May 19 17:41:27 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetUsersListAllItemsValid"
"","21","5. WireMock: POST с Digest-заголовком возвращает 201","","Tue May 19 17:41:27 UTC 2026","passed","Tue May 19 17:41:27 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestOnWireMock"
"","10","21. Невалидный refresh_token → 401","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidRefreshTokenRejected"
"Оба способа (header и query) доставляют ключ — демонстрация эквивалентности","805","10. Сравнение способов передачи API Key","","Tue May 19 17:41:16 UTC 2026","passed","Tue May 19 17:41:17 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testHeaderVsQueryParamEquivalence"
"PATCH запрос с form-encoded данными","257","7. PATCH с form parameters","","Tue May 19 17:41:21 UTC 2026","passed","Tue May 19 17:41:21 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPatchWithFormParams"
"","16","17. Параметризованная проверка string-claims Claim 'name' = 'Test User'","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"","296","2. Неверный пароль → 401 от httpbin","","Tue May 19 17:41:27 UTC 2026","passed","Tue May 19 17:41:27 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinDigestAuthWrongPassword"
"","0","@Value.Check падает на невалидных данных","","Tue May 19 17:41:36 UTC 2026","passed","Tue May 19 17:41:36 UTC 2026","","Immutables — демонстрация builder + проверки инвариантов","ru.learning.java.models.ImmutablesDemoTest","immutableCheckGuardsInvariants"
"","15","3. Токен ещё не истёк сразу после получения","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenNotExpiredRightAfterIssue"
"Демонстрация базового GET запроса и валидации статус кода","100","1. Простой GET запрос - получение списка пользователей","","Tue May 19 17:41:31 UTC 2026","passed","Tue May 19 17:41:31 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testSimpleGetRequest"
"Создание нового поста","130","6. POST запрос с JSON телом","","Tue May 19 17:41:32 UTC 2026","passed","Tue May 19 17:41:32 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithJsonBody"
"","19","4. Парсинг кастомного claim 'name' из JWT","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtCustomClaim"
"POST /auth/login возвращает JWT токен","25","1. Получение JWT токена через логин/пароль","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFetchJwtToken"
"","0","Невалидный email отлавливается @Email","","Tue May 19 17:41:36 UTC 2026","passed","Tue May 19 17:41:36 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testInvalidEmailDetected"
"Альтернативный способ создания объекта CreateUserRequest","117","21. POST запрос - создание пользователя через конструктор","","Tue May 19 17:41:34 UTC 2026","passed","Tue May 19 17:41:34 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithConstructor"
"Проверка десериализации одного комментария","81","19. GET запрос - получение конкретного комментария","","Tue May 19 17:41:34 UTC 2026","passed","Tue May 19 17:41:34 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetSingleComment"
"","21","6. WireMock: POST с пустым телом проходит аутентификацию","","Tue May 19 17:41:27 UTC 2026","passed","Tue May 19 17:41:28 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestEmptyBody"
"","3","requireValid бросает исключение для невалидной модели","","Tue May 19 17:41:36 UTC 2026","passed","Tue May 19 17:41:36 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testRequireValidThrows"
"Отправка формы в формате application/x-www-form-urlencoded","270","1. POST с form parameters (без cookies)","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:20 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParams"
"Негативный тест: запрос без ключа к защищённому ресурсу","251","4. Проверка, что без API Key возвращается 401","","Tue May 19 17:41:13 UTC 2026","passed","Tue May 19 17:41:14 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithoutApiKeyReturns401"
"Удаление поста","112","12. DELETE запрос","","Tue May 19 17:41:33 UTC 2026","passed","Tue May 19 17:41:33 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testDeleteRequest"
"","260","3. POST запрос с XML телом","","Tue May 19 17:41:30 UTC 2026","passed","Tue May 19 17:41:31 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithXmlBody"
"Проверяем все поля OAuthTokenResponse","40","2. Десериализация полного ответа токена в модель","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenResponseDeserialization"
"","16","11. Получение токена с неверным client_secret → 401","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenWithWrongSecret"
"","2244","1. SOAP — конвертация числа в слова","","Tue May 19 17:41:07 UTC 2026","passed","Tue May 19 17:41:09 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapNumberToWords"
"","19","6. Обновление токена через Refresh Token grant","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testRefreshToken"
"Валидный токен должен содержать claim 'exp'","20","6. Токен имеет поле exp (время истечения)","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasExpirationClaim"
"Демонстрация PATCH запроса с авторизацией","246","5. PATCH с Basic Auth","","Tue May 19 17:41:23 UTC 2026","passed","Tue May 19 17:41:23 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBasicAuth"
"","343","5. SOAP — параметризованная конвертация чисел в слова 999 → должно содержать 'nine hundred'","","Tue May 19 17:41:11 UTC 2026","passed","Tue May 19 17:41:11 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"Проверка обработки 401 Unauthorized","418","2. GET с Basic Auth - неверные credentials","","Tue May 19 17:41:22 UTC 2026","passed","Tue May 19 17:41:22 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthFailure"
"","248","10. PATCH — частичное обновление через httpbin","","Tue May 19 17:41:32 UTC 2026","passed","Tue May 19 17:41:33 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbin"
"Фильтрация постов по userId","192","3. GET запрос с query параметрами","","Tue May 19 17:41:31 UTC 2026","passed","Tue May 19 17:41:32 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithQueryParameters"
"","392","Создание пользователей по данным из CSV [1] POST /users John Doe <john@example.com>","","Tue May 19 17:41:17 UTC 2026","passed","Tue May 19 17:41:17 UTC 2026","","Data-Driven — CSV источник","ru.learning.java.clients.api.data_driven.UserCsvDataDrivenTest","createUserFromCsv"
"Проверяем полный flow Digest Auth: 401 challenge → response с MD5-хэшем","315","1. Успешный Digest на httpbin.org","","Tue May 19 17:41:27 UTC 2026","passed","Tue May 19 17:41:27 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinDigestAuthSuccess"
"","14","11. Неверные credentials → 401 при получении токена","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidCredentials"
"","18","18. Параметризованная проверка timestamp-claims Timestamp claim 'iat' not null","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"Разные API используют разные имена параметра: apikey, api_key, key, token","1036","7. GET с API Key в query-параметре 'apikey' (альтернативное имя)","","Tue May 19 17:41:14 UTC 2026","passed","Tue May 19 17:41:15 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyDifferentParamNames"
"","241","2. Загрузка файла из classpath","","Tue May 19 17:41:29 UTC 2026","passed","Tue May 19 17:41:29 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadFileFromClasspath"
"Демонстрация добавления вложений в отчет","123","6. Тест с attachment в Allure","","Tue May 19 17:41:36 UTC 2026","passed","Tue May 19 17:41:36 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testWithAttachments"
"","307","5. SOAP — параметризованная конвертация чисел в слова 100 → должно содержать 'one hundred'","","Tue May 19 17:41:11 UTC 2026","passed","Tue May 19 17:41:11 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"Демонстрация работы с моделью Comment","87","18. GET запрос - получение комментариев к посту","","Tue May 19 17:41:33 UTC 2026","passed","Tue May 19 17:41:34 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetCommentsForPost"
"","398","7. SOAP Fault содержит faultstring","","Tue May 19 17:41:12 UTC 2026","passed","Tue May 19 17:41:12 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultContainsFaultstring"
"","38","9. GET защищённого ресурса с валидным JWT","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testGetProtectedResourceWithValidJwt"
"Обновление только заголовка поста","121","9. PATCH запрос - частичное обновление","","Tue May 19 17:41:32 UTC 2026","passed","Tue May 19 17:41:32 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchRequest"
"","15","5. Парсинг алгоритма подписи из заголовка JWT","","Tue May 19 17:41:19 UTC 2026","passed","Tue May 19 17:41:19 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtAlgorithm"
"","407","2. SOAP — валидация ответа через XPath","","Tue May 19 17:41:09 UTC 2026","passed","Tue May 19 17:41:09 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapResponseWithXPath"
"Stripe и ряд других API принимают API Key как username в Basic Auth с пустым паролем","297","8. GET с API Key как Basic Auth username (Stripe-style)","","Tue May 19 17:41:15 UTC 2026","passed","Tue May 19 17:41:16 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyAsBasicAuth"
"Демонстрация GET запроса с корректными credentials","515","1. GET с Basic Auth - успешная авторизация","","Tue May 19 17:41:21 UTC 2026","passed","Tue May 19 17:41:22 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthSuccess"
