"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Некоторые API принимают ключ как 'ApiKey <token>' в Authorization","193","2. GET с API Key в заголовке Authorization (кастомный формат)","","Sat May 09 14:27:13 UTC 2026","passed","Sat May 09 14:27:13 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyInAuthorizationHeader"
"","11","17. Параметризованная проверка string-claims Claim 'name' = 'Test User'","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"","184","10. PATCH — частичное обновление через httpbin","","Sat May 09 14:27:20 UTC 2026","passed","Sat May 09 14:27:20 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbin"
"Отправка данных с Bearer токеном","226","9. POST с Bearer Token","","Sat May 09 14:27:23 UTC 2026","passed","Sat May 09 14:27:23 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBearerToken"
"POST запрос с телом и API Key в заголовке","575","3. POST с API Key в заголовке X-API-Key","","Sat May 09 14:27:13 UTC 2026","passed","Sat May 09 14:27:14 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testPostWithApiKeyHeader"
"Оба способа (header и query) доставляют ключ — демонстрация эквивалентности","336","10. Сравнение способов передачи API Key","","Sat May 09 14:27:15 UTC 2026","passed","Sat May 09 14:27:16 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testHeaderVsQueryParamEquivalence"
"","9","5. Парсинг алгоритма подписи из заголовка JWT","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtAlgorithm"
"","14","16. iat в прошлом — токен уже был выдан","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedInThePast"
"Создание пользователя с логированием в Allure","219","2. POST запрос создания пользователя с Allure","","Sat May 09 14:27:08 UTC 2026","passed","Sat May 09 14:27:08 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreateUserWithAllure"
"Демонстрация использования CreateUserRequest с Lombok Builder","97","20. POST запрос - создание пользователя с Builder","","Sat May 09 14:27:21 UTC 2026","passed","Sat May 09 14:27:21 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithBuilder"
"","2","Каскадная валидация: @Valid пробивается до Address и Company","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testCascadeValidation"
"","1","Невалидный email отлавливается @Email","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testInvalidEmailDetected"
"","10","18. Параметризованная проверка timestamp-claims Timestamp claim 'iat' not null","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"Проверка десериализации одного комментария","69","19. GET запрос - получение конкретного комментария","","Sat May 09 14:27:21 UTC 2026","passed","Sat May 09 14:27:21 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetSingleComment"
"","5","21. Невалидный refresh_token → 401","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidRefreshTokenRejected"
"API Key не должен вытеснять другие query-параметры","204","6. GET с API Key в query-параметре 'key' + дополнительные params","","Sat May 09 14:27:14 UTC 2026","passed","Sat May 09 14:27:14 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyQueryParamAlongsideOtherParams"
"","419","4. POST с JAXB объектом","","Sat May 09 14:27:16 UTC 2026","passed","Sat May 09 14:27:17 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithJaxbObject"
"Проверка обработки 404 ошибки","56","13. Негативный тест - несуществующий ресурс","","Sat May 09 14:27:20 UTC 2026","passed","Sat May 09 14:27:20 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testNotFoundError"
"Работа с Comment моделью через TestSpecification","114","3. Получение комментариев с детальным логированием","","Sat May 09 14:27:08 UTC 2026","passed","Sat May 09 14:27:09 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testGetCommentsWithAllure"
"PUT запрос с form-encoded данными","216","4. PUT с form parameters","","Sat May 09 14:27:17 UTC 2026","passed","Sat May 09 14:27:18 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutWithFormParams"
"Все детали запроса и ответа автоматически попадают в Allure отчет","2236","1. GET запрос с автоматическим Allure логированием","","Sat May 09 14:27:06 UTC 2026","passed","Sat May 09 14:27:08 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testGetWithAllureLogging"
"","257","5. SOAP — параметризованная конвертация чисел в слова 999 → должно содержать 'nine hundred'","","Sat May 09 14:27:12 UTC 2026","passed","Sat May 09 14:27:12 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"Проверка обработки 401 Unauthorized","310","2. GET с Basic Auth - неверные credentials","","Sat May 09 14:27:21 UTC 2026","passed","Sat May 09 14:27:22 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthFailure"
"Client Credentials → access_token → защищённый GET","29","8. Полный OAuth flow: получить токен → использовать для запроса","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFullOAuthFlow"
"","612","1. SOAP — конвертация числа в слова","","Sat May 09 14:27:09 UTC 2026","passed","Sat May 09 14:27:10 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapNumberToWords"
"Частичное обновление с Bearer токеном","262","11. PATCH с Bearer Token","","Sat May 09 14:27:24 UTC 2026","passed","Sat May 09 14:27:24 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBearerToken"
"Демонстрация асинхронного выполнения GET запроса","81","1. Выполнение GET запроса через актор","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testGetRequestWithActor"
"","15","4. Получение токена через Resource Owner Password grant","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenPassword"
"Проверяем полный flow Digest Auth: 401 challenge → response с MD5-хэшем","210","1. Успешный Digest на httpbin.org","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinDigestAuthSuccess"
"JWT состоит из header.payload.signature в Base64","12","2. Структура JWT: три части разделённые точкой","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtStructure"
"Демонстрация работы с моделью Comment","68","18. GET запрос - получение комментариев к посту","","Sat May 09 14:27:21 UTC 2026","passed","Sat May 09 14:27:21 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetCommentsForPost"
"PATCH запрос с form-encoded данными","157","7. PATCH с form parameters","","Sat May 09 14:27:18 UTC 2026","passed","Sat May 09 14:27:18 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPatchWithFormParams"
"","13","9. WireMock: PUT с Digest для разных id PUT /data/1 → 200","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"Использование FormApiClient с базовыми методами","81","17. Комбинированный тест - FormApiClient с базовыми методами","","Sat May 09 14:27:21 UTC 2026","passed","Sat May 09 14:27:21 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testFormClientWithBasicMethods"
"","69","GET /users/1 — ответ соответствует Bean Validation модели User","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetSingleUserMatchesContract"
"","229","1. Загрузка текстового файла","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadTextFile"
"Получение конкретного пользователя по ID","88","2. GET запрос с path параметром","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithPathParameter"
"Удаление ресурса с Bearer токеном","154","12. DELETE с Bearer Token","","Sat May 09 14:27:24 UTC 2026","passed","Sat May 09 14:27:24 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBearerToken"
"Удаление поста","75","12. DELETE запрос","","Sat May 09 14:27:20 UTC 2026","passed","Sat May 09 14:27:20 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testDeleteRequest"
"","13","6. WireMock: POST с пустым телом проходит аутентификацию","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestEmptyBody"
"","452","2. SOAP — валидация ответа через XPath","","Sat May 09 14:27:10 UTC 2026","passed","Sat May 09 14:27:10 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapResponseWithXPath"
"","230","6. SOAP — некорректный namespace возвращает Fault","","Sat May 09 14:27:12 UTC 2026","passed","Sat May 09 14:27:12 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultOnWrongNamespace"
"","2","requireValid бросает исключение для невалидной модели","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testRequireValidThrows"
"Демонстрация PATCH запроса с авторизацией","565","5. PATCH с Basic Auth","","Sat May 09 14:27:22 UTC 2026","passed","Sat May 09 14:27:23 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBasicAuth"
"","11","4. Парсинг кастомного claim 'name' из JWT","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtCustomClaim"
"","264","4. SOAP — конвертация 1000","","Sat May 09 14:27:11 UTC 2026","passed","Sat May 09 14:27:11 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapThousandToWords"
"","298","7. SOAP Fault содержит faultstring","","Sat May 09 14:27:12 UTC 2026","passed","Sat May 09 14:27:13 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultContainsFaultstring"
"","15","6. Обновление токена через Refresh Token grant","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testRefreshToken"
"Демонстрация DELETE запроса с авторизацией","186","6. DELETE с Basic Auth","","Sat May 09 14:27:23 UTC 2026","passed","Sat May 09 14:27:23 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBasicAuth"
"","0","Username с пробелом не соответствует @Pattern","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testUsernamePatternViolation"
"","263","5. SOAP — параметризованная конвертация чисел в слова 100 → должно содержать 'one hundred'","","Sat May 09 14:27:12 UTC 2026","passed","Sat May 09 14:27:12 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"Полное обновление поста","181","8. PUT запрос - обновление ресурса","","Sat May 09 14:27:20 UTC 2026","passed","Sat May 09 14:27:20 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPutRequest"
"Демонстрация параллельной работы нескольких акторов","76","3. Параллельное выполнение нескольких запросов","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testMultipleParallelRequests"
"Негативный тест: запрос без ключа к защищённому ресурсу","181","4. Проверка, что без API Key возвращается 401","","Sat May 09 14:27:14 UTC 2026","passed","Sat May 09 14:27:14 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithoutApiKeyReturns401"
"GET запрос с form parameters в query string","146","3. GET с form parameters","","Sat May 09 14:27:17 UTC 2026","passed","Sat May 09 14:27:17 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testGetWithFormParams"
"Проверка обработки несуществующего ресурса","61","4. Обработка ошибки в акторе","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testErrorHandlingInActor"
"Полный цикл: получение токена и использование его для запросов","572","13. Комплексный сценарий - получение и использование токена","","Sat May 09 14:27:24 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testCompleteTokenFlow"
"","202","6. PUT с form params и session cookie","","Sat May 09 14:27:18 UTC 2026","passed","Sat May 09 14:27:18 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsWithSession"
"","13","18. Параметризованная проверка timestamp-claims Timestamp claim 'exp' not null","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"Валидный токен должен содержать claim 'exp'","15","6. Токен имеет поле exp (время истечения)","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasExpirationClaim"
"Альтернативный способ создания объекта CreateUserRequest","82","21. POST запрос - создание пользователя через конструктор","","Sat May 09 14:27:21 UTC 2026","passed","Sat May 09 14:27:21 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithConstructor"
"Проверка полей пользователя различными способами","95","4. Валидация JSON структуры с Hamcrest матчерами","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonValidationWithHamcrest"
"Проверяем, что X-API-Key передаётся в заголовке и виден в ответе","220","1. GET с API Key в заголовке X-API-Key","","Sat May 09 14:27:13 UTC 2026","passed","Sat May 09 14:27:13 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyHeader"
"Отправка формы в формате application/x-www-form-urlencoded","236","1. POST с form parameters (без cookies)","","Sat May 09 14:27:17 UTC 2026","passed","Sat May 09 14:27:17 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParams"
"Библиотека auth0/java-jwt позволяет декодировать claims без верификации подписи","21","3. Парсинг subject (sub) из JWT","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtSubject"
"","13","9. WireMock: PUT с Digest для разных id PUT /data/999 → 200","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"Отправка формы с cookies","184","2. POST с form parameters и cookies","","Sat May 09 14:27:17 UTC 2026","passed","Sat May 09 14:27:17 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPostWithFormParamsAndCookies"
"","24","7. GET защищённого ресурса с валидным токеном","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithToken"
"Проверка обработки ошибок с логированием в Allure","65","7. Негативный тест с Allure отчетом","","Sat May 09 14:27:09 UTC 2026","passed","Sat May 09 14:27:09 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testNegativeScenarioWithAllure"
"","1","8. POST с сериализацией Java-объекта через Jackson","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostDigestWithJacksonObject"
"","11","11. Неверные credentials → 401 при получении токена","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidCredentials"
"","22","15. iat меньше exp — токен выдан до истечения","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedBeforeExpiration"
"","12","9. WireMock: PUT с Digest для разных id PUT /data/42 → 200","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"","141","3. POST запрос с XML телом","","Sat May 09 14:27:16 UTC 2026","passed","Sat May 09 14:27:16 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithXmlBody"
"Сервер отклоняет запрос с истёкшим JWT","6","10. Истёкший токен → 401 от сервера","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtRejectedByServer"
"Проверяем, что сервер отвечает 401 + WWW-Authenticate","6","4. WireMock: первый запрос содержит challenge","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestChallengeReceived"
"Преобразование ответа в типизированный объект","58","5. Десериализация JSON в Java объект","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonToObjectDeserialization"
"","1","Валидный CreateUserRequest проходит проверку","","Sat May 09 14:27:28 UTC 2026","passed","Sat May 09 14:27:28 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testValidCreateUserRequest"
"","15","5. Ответ содержит refresh_token при Password grant","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testPasswordGrantReturnsRefreshToken"
"","133","7. httpbingo.org: POST с Digest и JSON-телом","","Sat May 09 14:27:26 UTC 2026","passed","Sat May 09 14:27:26 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testHttpBinPostWithDigest"
"Демонстрация GET запроса с Bearer токеном","153","8. GET с Bearer Token","","Sat May 09 14:27:23 UTC 2026","passed","Sat May 09 14:27:23 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBearerToken"
"Проверяем все поля OAuthTokenResponse","18","2. Десериализация полного ответа токена в модель","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenResponseDeserialization"
"POST /auth/login возвращает JWT токен","15","1. Получение JWT токена через логин/пароль","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFetchJwtToken"
"","9","11. Получение токена с неверным client_secret → 401","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenWithWrongSecret"
"Демонстрация базового GET запроса и валидации статус кода","72","1. Простой GET запрос - получение списка пользователей","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testSimpleGetRequest"
"","347","3. SOAP — конвертация нуля","","Sat May 09 14:27:10 UTC 2026","passed","Sat May 09 14:27:11 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapZeroToWords"
"Stripe и ряд других API принимают API Key как username в Basic Auth с пустым паролем","169","8. GET с API Key как Basic Auth username (Stripe-style)","","Sat May 09 14:27:15 UTC 2026","passed","Sat May 09 14:27:15 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyAsBasicAuth"
"Демонстрация обнаружения истёкшего токена без обращения к серверу","0","8. Истёкший токен: exp в прошлом","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtDetectedLocally"
"","40","9. Автоматический OAuth flow в одном методе sendGetWithOAuth","","Sat May 09 14:27:19 UTC 2026","passed","Sat May 09 14:27:19 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testSendGetWithOAuth"
"exp должен быть в будущем относительно текущего времени","11","7. Валидный токен ещё не истёк","","Sat May 09 14:27:25 UTC 2026","passed","Sat May 09 14:27:25 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtNotExpired"
