"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","6. Обновление токена через Refresh Token grant","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testRefreshToken"
"","404","4. SOAP — конвертация 1000","","Tue May 19 18:10:43 UTC 2026","passed","Tue May 19 18:10:43 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapThousandToWords"
"","38","7. GET защищённого ресурса с валидным токеном","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithToken"
"Проверяем, что сервер отвечает 401 + WWW-Authenticate","6","4. WireMock: первый запрос содержит challenge","","Tue May 19 18:11:08 UTC 2026","passed","Tue May 19 18:11:08 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestChallengeReceived"
"","391","1. Получение XML и извлечение значения тега","","Tue May 19 18:11:10 UTC 2026","passed","Tue May 19 18:11:10 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testParseXmlResponse"
"","501","7. SOAP Fault содержит faultstring","","Tue May 19 18:10:46 UTC 2026","passed","Tue May 19 18:10:46 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultContainsFaultstring"
"","1","Невалидный email отлавливается @Email","","Tue May 19 18:11:16 UTC 2026","passed","Tue May 19 18:11:16 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testInvalidEmailDetected"
"","16","5. Ответ содержит refresh_token при Password grant","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testPasswordGrantReturnsRefreshToken"
"Проверяем, что X-API-Key передаётся в заголовке и виден в ответе","472","1. GET с API Key в заголовке X-API-Key","","Tue May 19 18:10:46 UTC 2026","passed","Tue May 19 18:10:47 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyHeader"
"Демонстрация базового GET запроса и валидации статус кода","28","1. Простой GET запрос - получение списка пользователей","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testSimpleGetRequest"
"","108","Создание постов по данным из JSON [2] POST /posts PostRequest{userId=2, title=Hello World, body=Lorem ipsum dolor sit amet, tags=[]}","","Tue May 19 18:10:54 UTC 2026","passed","Tue May 19 18:10:55 UTC 2026","","Data-Driven — JSON источник для posts","ru.learning.java.clients.api.data_driven.PostJsonDataDrivenTest","createPostFromJson"
"Валидный токен должен содержать claim 'exp'","19","6. Токен имеет поле exp (время истечения)","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasExpirationClaim"
"","1","Builder создаёт корректный объект и обеспечивает иммутабельность","","Tue May 19 18:11:16 UTC 2026","passed","Tue May 19 18:11:16 UTC 2026","","Immutables — демонстрация builder + проверки инвариантов","ru.learning.java.models.ImmutablesDemoTest","immutableBuilderWorks"
"Полное обновление поста","111","8. PUT запрос - обновление ресурса","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPutRequest"
"Демонстрация GET запроса с корректными credentials","466","1. GET с Basic Auth - успешная авторизация","","Tue May 19 18:10:59 UTC 2026","passed","Tue May 19 18:10:59 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthSuccess"
"","15","6. WireMock: POST с пустым телом проходит аутентификацию","","Tue May 19 18:11:08 UTC 2026","passed","Tue May 19 18:11:08 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestEmptyBody"
"Проверка обработки несуществующего ресурса","21","4. Обработка ошибки в акторе","","Tue May 19 18:11:15 UTC 2026","passed","Tue May 19 18:11:15 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testErrorHandlingInActor"
"Демонстрация использования CreateUserRequest с Lombok Builder","116","20. POST запрос - создание пользователя с Builder","","Tue May 19 18:11:14 UTC 2026","passed","Tue May 19 18:11:14 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testCreateUserWithBuilder"
"","9","13. POST с истёкшим JWT → 401","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostWithExpiredJwtRejected"
"","13","17. Параметризованная проверка string-claims Claim 'sub' = 'user1'","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"Разные API используют разные имена параметра: apikey, api_key, key, token","1584","7. GET с API Key в query-параметре 'apikey' (альтернативное имя)","","Tue May 19 18:10:49 UTC 2026","passed","Tue May 19 18:10:51 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyDifferentParamNames"
"Демонстрация POST запроса с авторизацией","577","3. POST с Basic Auth","","Tue May 19 18:11:00 UTC 2026","passed","Tue May 19 18:11:01 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBasicAuth"
"","14","3. Токен ещё не истёк сразу после получения","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenNotExpiredRightAfterIssue"
"Проверка обработки 401 Unauthorized","683","2. GET с Basic Auth - неверные credentials","","Tue May 19 18:10:59 UTC 2026","passed","Tue May 19 18:11:00 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthFailure"
"","24","16. iat в прошлом — токен уже был выдан","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedInThePast"
"","6","21. Невалидный refresh_token → 401","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidRefreshTokenRejected"
"","453","3. SOAP — конвертация нуля","","Tue May 19 18:10:42 UTC 2026","passed","Tue May 19 18:10:43 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapZeroToWords"
"","466","1. Загрузка текстового файла","","Tue May 19 18:11:08 UTC 2026","passed","Tue May 19 18:11:09 UTC 2026","","Тесты MultipartApiClient","ru.learning.java.clients.api.MultipartApiClientTest","testUploadTextFile"
"PUT запрос с form-encoded данными","376","4. PUT с form parameters","","Tue May 19 18:10:57 UTC 2026","passed","Tue May 19 18:10:58 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutWithFormParams"
"Негативный тест: запрос без ключа к защищённому ресурсу","376","4. Проверка, что без API Key возвращается 401","","Tue May 19 18:10:48 UTC 2026","passed","Tue May 19 18:10:48 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithoutApiKeyReturns401"
"Отправка данных с Bearer токеном","1251","9. POST с Bearer Token","","Tue May 19 18:11:03 UTC 2026","passed","Tue May 19 18:11:04 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBearerToken"
"Проверка обработки ошибок с логированием в Allure","27","7. Негативный тест с Allure отчетом","","Tue May 19 18:11:16 UTC 2026","passed","Tue May 19 18:11:16 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testNegativeScenarioWithAllure"
"","29","12. POST защищённого ресурса с валидным JWT → 201","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostProtectedResourceWithValidJwt"
"","345","5. PUT с form params — обновление данных сотрудника","","Tue May 19 18:10:58 UTC 2026","passed","Tue May 19 18:10:58 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPutFormParamsEmployee"
"","369","10. PATCH — частичное обновление через httpbin","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:13 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchOnHttpbin"
"","435","6. SOAP — некорректный namespace возвращает Fault","","Tue May 19 18:10:45 UTC 2026","passed","Tue May 19 18:10:46 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapFaultOnWrongNamespace"
"","1","Валидный CreateUserRequest проходит проверку","","Tue May 19 18:11:16 UTC 2026","passed","Tue May 19 18:11:16 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testValidCreateUserRequest"
"Демонстрация получения токена через POST запрос","890","7. Получение Bearer токена","","Tue May 19 18:11:02 UTC 2026","passed","Tue May 19 18:11:03 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetBearerToken"
"Частичное обновление с Bearer токеном","448","11. PATCH с Bearer Token","","Tue May 19 18:11:05 UTC 2026","passed","Tue May 19 18:11:05 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBearerToken"
"Полный цикл: получение токена и использование его для запросов","731","13. Комплексный сценарий - получение и использование токена","","Tue May 19 18:11:06 UTC 2026","passed","Tue May 19 18:11:06 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testCompleteTokenFlow"
"Сервер отклоняет запрос с истёкшим JWT","7","10. Истёкший токен → 401 от сервера","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testExpiredJwtRejectedByServer"
"","2931","1. SOAP — конвертация числа в слова","","Tue May 19 18:10:39 UTC 2026","passed","Tue May 19 18:10:42 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapNumberToWords"
"","12","15. iat меньше exp — токен выдан до истечения","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtIssuedBeforeExpiration"
"Демонстрация асинхронного выполнения POST запроса","110","2. Выполнение POST запроса через актор","","Tue May 19 18:11:14 UTC 2026","passed","Tue May 19 18:11:15 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testPostRequestWithActor"
"Валидация Content-Type и других заголовков","26","15. Проверка заголовков ответа","","Tue May 19 18:11:13 UTC 2026","passed","Tue May 19 18:11:13 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseHeaders"
"Пошаговое создание и валидация поста","124","4. Создание поста с подробными шагами","","Tue May 19 18:11:15 UTC 2026","passed","Tue May 19 18:11:15 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreatePostWithSteps"
"Stripe и ряд других API принимают API Key как username в Basic Auth с пустым паролем","391","8. GET с API Key как Basic Auth username (Stripe-style)","","Tue May 19 18:10:51 UTC 2026","passed","Tue May 19 18:10:51 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyAsBasicAuth"
"","122","Создание постов по данным из JSON [1] POST /posts PostRequest{userId=1, title=Первый пост, body=Контент первого поста, tags=[]}","","Tue May 19 18:10:54 UTC 2026","passed","Tue May 19 18:10:54 UTC 2026","","Data-Driven — JSON источник для posts","ru.learning.java.clients.api.data_driven.PostJsonDataDrivenTest","createPostFromJson"
"","2","Пустое имя и username отлавливаются @NotBlank","","Tue May 19 18:11:16 UTC 2026","passed","Tue May 19 18:11:16 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testBlankFieldsDetected"
"Проверка полей пользователя различными способами","43","4. Валидация JSON структуры с Hamcrest матчерами","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonValidationWithHamcrest"
"Демонстрация PATCH запроса с авторизацией","340","5. PATCH с Basic Auth","","Tue May 19 18:11:01 UTC 2026","passed","Tue May 19 18:11:01 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPatchWithBasicAuth"
"","108","Создание постов по данным из JSON [3] POST /posts PostRequest{userId=3, title=Юникод заголовок , body=Тело с unicode-символами ✓, tags=[]}","","Tue May 19 18:10:55 UTC 2026","passed","Tue May 19 18:10:55 UTC 2026","","Data-Driven — JSON источник для posts","ru.learning.java.clients.api.data_driven.PostJsonDataDrivenTest","createPostFromJson"
"Демонстрация асинхронного выполнения GET запроса","43","1. Выполнение GET запроса через актор","","Tue May 19 18:11:14 UTC 2026","passed","Tue May 19 18:11:14 UTC 2026","","Примеры использования акторной модели","ru.learning.java.actors.HttpRequestActorTest","testGetRequestWithActor"
"Проверяем, что Base64-encoded значение в заголовке соответствует паттерну Stripe","514","9. Stripe-style: заголовок Authorization содержит Base64(apiKey:)","","Tue May 19 18:10:51 UTC 2026","passed","Tue May 19 18:10:51 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testApiKeyAsBasicAuthFullCycle"
"","15","18. Параметризованная проверка timestamp-claims Timestamp claim 'iat' not null","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtTimestampClaimsParameterized"
"","28","GET /users/1 — ответ соответствует Bean Validation модели User","","Tue May 19 18:11:07 UTC 2026","passed","Tue May 19 18:11:07 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetSingleUserMatchesContract"
"","445","5. SOAP — параметризованная конвертация чисел в слова 999 → должно содержать 'nine hundred'","","Tue May 19 18:10:45 UTC 2026","passed","Tue May 19 18:10:45 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","592","4. POST с JAXB объектом","","Tue May 19 18:11:11 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты работы с XML","ru.learning.java.clients.api.XmlApiTest","testPostWithJaxbObject"
"PATCH запрос с form-encoded данными","413","7. PATCH с form parameters","","Tue May 19 18:10:59 UTC 2026","passed","Tue May 19 18:10:59 UTC 2026","","Тесты FormApiClient","ru.learning.java.clients.api.FormApiClientTest","testPatchWithFormParams"
"POST /auth/login возвращает JWT токен","22","1. Получение JWT токена через логин/пароль","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFetchJwtToken"
"Обновление только заголовка поста","109","9. PATCH запрос - частичное обновление","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchRequest"
"Имитация сценария: исходный токен устарел, обновляем и используем новый","41","20. Полный flow: логин → рефреш → защищённый ресурс","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testFullRefreshFlow"
"","16","5. WireMock: POST с Digest-заголовком возвращает 201","","Tue May 19 18:11:08 UTC 2026","passed","Tue May 19 18:11:08 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestOnWireMock"
"Работа с Comment моделью через TestSpecification","31","3. Получение комментариев с детальным логированием","","Tue May 19 18:11:15 UTC 2026","passed","Tue May 19 18:11:15 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testGetCommentsWithAllure"
"Получение конкретного пользователя по ID","43","2. GET запрос с path параметром","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithPathParameter"
"","19","9. WireMock: PUT с Digest для разных id PUT /data/1 → 200","","Tue May 19 18:11:08 UTC 2026","passed","Tue May 19 18:11:08 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPutWithDigestForVariousIds"
"Демонстрация работы с моделью Comment","34","18. GET запрос - получение комментариев к посту","","Tue May 19 18:11:14 UTC 2026","passed","Tue May 19 18:11:14 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetCommentsForPost"
"","449","5. SOAP — параметризованная конвертация чисел в слова 42 → должно содержать 'forty'","","Tue May 19 18:10:44 UTC 2026","passed","Tue May 19 18:10:44 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","22","19. Обновление токена через refresh_token","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testRefreshJwtToken"
"","110","Создание постов по данным из JSON [4] POST /posts PostRequest{userId=1, title=Long body, body=Очень длинное тело поста для проверки edge case ............................................, tags=[]}","","Tue May 19 18:10:55 UTC 2026","passed","Tue May 19 18:10:55 UTC 2026","","Data-Driven — JSON источник для posts","ru.learning.java.clients.api.data_driven.PostJsonDataDrivenTest","createPostFromJson"
"Проверяем, что api_key передаётся как query-параметр","356","5. GET с API Key в query-параметре 'api_key'","","Tue May 19 18:10:48 UTC 2026","passed","Tue May 19 18:10:49 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyQueryParam"
"Создание нового поста","118","6. POST запрос с JSON телом","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithJsonBody"
"Проверка обработки 404 ошибки","262","13. Негативный тест - несуществующий ресурс","","Tue May 19 18:11:13 UTC 2026","passed","Tue May 19 18:11:13 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testNotFoundError"
"exp должен быть в будущем относительно текущего времени","13","7. Валидный токен ещё не истёк","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtNotExpired"
"","12","14. Токен имеет поле iat (время выдачи)","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasIssuedAtClaim"
"Проверяем все поля OAuthTokenResponse","33","2. Десериализация полного ответа токена в модель","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testTokenResponseDeserialization"
"Создание поста из Java объекта","105","7. POST запрос с объектом","","Tue May 19 18:11:12 UTC 2026","passed","Tue May 19 18:11:12 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPostRequestWithObject"
"Демонстрирует двухшаговый flow: первый 401, второй 200","12","3. WireMock: повторный запрос с Digest-заголовком возвращает 200","","Tue May 19 18:11:08 UTC 2026","passed","Tue May 19 18:11:08 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestFlowOnWireMock"
"Библиотека auth0/java-jwt позволяет декодировать claims без верификации подписи","26","3. Парсинг subject (sub) из JWT","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtSubject"
"Проверка что API отвечает быстро","43","14. Валидация времени ответа","","Tue May 19 18:11:13 UTC 2026","passed","Tue May 19 18:11:13 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testResponseTime"
"","109","POST /users — отправляем только валидную модель","","Tue May 19 18:11:07 UTC 2026","passed","Tue May 19 18:11:07 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testCreateUserWithValidationGuard"
"","13","5. Парсинг алгоритма подписи из заголовка JWT","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testParseJwtAlgorithm"
"JWT состоит из header.payload.signature в Base64","13","2. Структура JWT: три части разделённые точкой","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtStructure"
"","727","2. SOAP — валидация ответа через XPath","","Tue May 19 18:10:42 UTC 2026","passed","Tue May 19 18:10:42 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testSoapResponseWithXPath"
"Создание пользователя с логированием в Allure","139","2. POST запрос создания пользователя с Allure","","Tue May 19 18:11:15 UTC 2026","passed","Tue May 19 18:11:15 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testCreateUserWithAllure"
"","29","9. Автоматический OAuth flow в одном методе sendGetWithOAuth","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testSendGetWithOAuth"
"","11","10. Запрос к защищённому ресурсу без токена → 401","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testGetProtectedResourceWithoutToken"
"","12","11. Неверные credentials → 401 при получении токена","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testInvalidCredentials"
"","2","Каскадная валидация: @Valid пробивается до Address и Company","","Tue May 19 18:11:16 UTC 2026","passed","Tue May 19 18:11:16 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testCascadeValidation"
"Демонстрация добавления вложений в отчет","110","6. Тест с attachment в Allure","","Tue May 19 18:11:16 UTC 2026","passed","Tue May 19 18:11:16 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testWithAttachments"
"","12","11. Получение токена с неверным client_secret → 401","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFetchTokenWithWrongSecret"
"Client Credentials → access_token → защищённый GET","29","8. Полный OAuth flow: получить токен → использовать для запроса","","Tue May 19 18:10:56 UTC 2026","passed","Tue May 19 18:10:56 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testFullOAuthFlow"
"","68","GET /users — каждый элемент списка валиден","","Tue May 19 18:11:07 UTC 2026","passed","Tue May 19 18:11:07 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetUsersListAllItemsValid"
